,index,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%_x,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,College SOS,DARKO,LEBRON,sos,nba_id,Team,DPM,O-DPM,D-DPM,Box DPM,Box O-DPM,Box D-DPM,FGA/100,FG2%,FG3A/100,FG3%,FG3ARate%,FTA/100,FT%_y,FTARate%,Usg%,Reb/100,Ast/100,Ast%,Blk/100,Blk%,Tov/100
158,224,45,45,HOU,Dillon Brooks,Oregon,4,240,6789,3365,727,458,0.42,0.353,0.79,28.3,14,3,1.9,3.7,0.026,-4.1,-3.7,,,,8.23,1628415,Memphis Grizzlies,-0.21,0.52,-0.73,-1.42,-0.24,-1.18,24.812,0.485,7.715,0.353,0.307,6.009,0.808,0.251,0.264,5.206,3.479,0.109,0.639,0.007,2.708
159,225,46,46,PHI,Sterling Brown,SMU,4,215,3806,1271,734,232,0.426,0.374,0.781,17.7,5.9,3.4,1.1,5.8,0.073,-2,0,,,,10.11,1628425,Houston Rockets,-1.56,-1.44,-0.12,-1.03,-0.98,-0.05,15.614,0.475,9.511,0.349,0.625,2.065,0.762,0.133,0.161,8.995,2.599,0.093,0.548,0.007,1.684
160,227,48,48,MIL,Sindarius Thornwell,South Carolina,4,160,1721,401,206,111,0.407,0.34,0.672,10.8,2.5,1.3,0.7,1.1,0.032,-3.1,-0.5,,,,7.8,1628414,Orlando Magic,-1.54,-2.26,0.73,-1.79,-2.61,0.82,10.013,0.471,5.113,0.329,0.509,1.831,0.674,0.197,0.114,5.21,4.042,0.13,0.692,0.008,1.846
161,230,51,51,DEN,Monte Morris,Iowa State,4,205,4827,2002,429,709,0.479,0.393,0.816,23.5,9.8,2.1,3.5,13.1,0.13,0.4,2.9,,,,10.28,1628420,Denver Nuggets,-0.44,0.61,-1.05,-0.53,0.68,-1.21,18.851,0.522,7.269,0.355,0.373,4.143,0.811,0.201,0.194,4.258,7.913,0.24,0.407,0.004,2.153
162,231,52,52,NOP,Edmond Sumner,Xavier,4,108,1520,619,165,114,0.474,0.333,0.728,14.1,5.7,1.5,1.1,1.9,0.061,-3.2,-0.5,,,,9.81,1628410,Indiana Pacers,-1.38,-1.06,-0.32,-1.32,-1.1,-0.22,17.599,0.564,5.203,0.311,0.325,4.921,0.774,0.308,0.199,5.556,3.126,0.099,0.59,0.007,2.504
163,240,1,1,PHI,Ben Simmons,LSU,4,275,9326,4382,2217,2127,0.56,0.147,0.597,33.9,15.9,8.1,7.7,30.4,0.156,3.7,13.4,,,,7,1627732,Philadelphia 76ers,2.02,0.67,1.35,2.98,1.47,1.51,13.455,0.6,1.011,0.243,0.051,7.468,0.518,0.546,0.18,10.936,10.293,0.296,1.033,0.011,4.041
164,241,2,2,LAL,Brandon Ingram,Duke,5,313,10211,5566,1576,1105,0.461,0.367,0.756,32.6,17.8,5,3.5,14.8,0.07,-0.7,3.4,,,,10.59,1627742,New Orleans Pelicans,1.43,2.54,-1.1,0.21,1.75,-1.54,25.867,0.486,9.167,0.373,0.36,8.478,0.814,0.321,0.321,6.762,6.943,0.234,0.679,0.008,3.937
165,242,3,3,BOS,Jaylen Brown,California,5,337,9339,5085,1590,591,0.473,0.378,0.699,27.7,15.1,4.7,1.8,18.7,0.096,-0.4,3.9,,,,7.87,1627759,Boston Celtics,1.46,2.33,-0.87,1.8,2.59,-0.79,26.945,0.517,11.957,0.35,0.442,7.034,0.762,0.27,0.301,8.935,4.007,0.153,0.809,0.01,3.594
166,244,5,5,MIN,Kris Dunn,Providence,5,231,5561,1889,766,950,0.42,0.305,0.727,24.1,8.2,3.3,4.1,3.7,0.032,-1.9,0.1,,,,8.09,1627739,Atlanta Hawks,-1.15,-2.1,0.95,-0.73,-1.87,1.14,11.719,0.477,3.009,0.29,0.271,3.084,0.756,0.231,0.148,7.335,6.082,0.172,0.7,0.008,2.946
167,245,6,6,NOP,Buddy Hield,Oklahoma,5,387,11176,6198,1650,951,0.435,0.406,0.863,28.9,16,4.3,2.5,15.2,0.065,0.4,6.7,,,,9.28,1627741,Sacramento Kings,0.21,1.13,-0.92,-0.64,0.27,-0.91,20.732,0.478,14.726,0.378,0.72,2.696,0.844,0.126,0.222,6.955,5.744,0.194,0.643,0.007,3.012
168,246,7,7,DEN,Jamal Murray,Kentucky,5,345,10384,5639,1258,1322,0.446,0.367,0.878,30.1,16.3,3.6,3.8,20.8,0.096,0.2,5.9,,,,8.84,1627750,Denver Nuggets,2.34,3.2,-0.86,2.85,3.29,-0.44,25.871,0.506,10.206,0.361,0.422,5.373,0.828,0.209,0.269,6.022,7.733,0.238,0.382,0.004,3.581
169,248,9,9,TOR,Jakob Poeltl,Utah,5,348,6439,2120,1890,412,0.632,0.5,0.528,18.5,6.1,5.4,1.2,22,0.164,0.8,4.6,,,,8.1,1627751,San Antonio Spurs,1.68,-0.7,2.38,1.14,-1,2.14,11.266,0.628,1.052,0.235,0.058,3.981,0.564,0.333,0.144,14.803,3.387,0.095,3.36,0.037,2.05
170,250,11,11,ORL,Domantas Sabonis,Gonzaga,5,353,9670,4790,3063,1170,0.525,0.321,0.725,27.4,13.6,8.7,3.3,27.5,0.137,1.3,8,,,,4.67,1627734,Indiana Pacers,0.7,0.35,0.35,2.71,1.45,1.26,19.304,0.559,3.733,0.273,0.2,6.999,0.743,0.368,0.249,15.955,9.778,0.325,0.82,0.008,4.461
171,251,12,12,UTA,Taurean Prince,Baylor,5,301,7759,3397,1268,579,0.411,0.37,0.823,25.8,11.3,4.2,1.9,6.1,0.038,-1.9,0.1,,,,9.08,1627752,Cleveland Cavaliers,-1.55,-0.9,-0.64,-1.17,-0.86,-0.31,20.985,0.449,9.831,0.363,0.499,4.462,0.805,0.205,0.223,8.039,4.454,0.151,0.901,0.01,2.836
172,253,14,14,CHI,Denzel Valentine,Michigan State,4,232,4595,1726,815,455,0.394,0.357,0.787,19.8,7.4,3.5,2,4.3,0.045,-1.9,0.1,,,,9.21,1627756,Chicago Bulls,-1.44,-1.4,-0.05,-1.98,-1.34,-0.64,20.8,0.477,11.519,0.348,0.553,1.942,0.817,0.093,0.206,9.241,5.29,0.166,0.45,0.005,2.4
173,258,19,19,DEN,Malik Beasley,Florida State,5,257,5050,2535,598,302,0.446,0.391,0.816,19.6,9.9,2.3,1.2,7.6,0.072,-1.1,1.2,,,,8.16,1627736,Minnesota Timberwolves,-0.84,0.47,-1.32,-0.89,0.97,-1.86,23.527,0.486,13.892,0.377,0.569,4.012,0.797,0.163,0.238,6.109,3.345,0.119,0.32,0.004,2.323
174,259,20,20,IND,Caris LeVert,Michigan,5,260,6980,3663,1002,1009,0.435,0.336,0.732,26.8,14.1,3.9,3.9,9.7,0.066,-0.4,2.7,,,,9.3,1627747,Indiana Pacers,-0.42,0.62,-1.04,0.33,0.9,-0.57,26.169,0.504,8.309,0.338,0.33,6.761,0.79,0.258,0.287,6.998,7.582,0.269,0.863,0.01,3.462
175,260,21,21,ATL,DeAndre' Bembry,Saint Joseph's,5,240,4644,1466,787,467,0.459,0.268,0.612,19.4,6.1,3.3,1.9,2.2,0.023,-2.7,-0.8,,,,4.2,1627761,Toronto Raptors,-1.02,-1.84,0.82,-0.86,-1.53,0.67,13.629,0.542,3.582,0.298,0.261,4.278,0.671,0.293,0.16,7.881,5.635,0.181,0.86,0.01,3.348
176,266,27,27,TOR,Pascal Siakam,New Mexico State,5,332,9202,4739,1942,881,0.488,0.325,0.782,27.7,14.3,5.8,2.7,25.2,0.131,1.2,7.4,,,,-3.6,1627783,Toronto Raptors,1.87,1.32,0.55,-0.12,0.66,-0.78,26.685,0.505,7.017,0.291,0.255,8.663,0.798,0.34,0.299,9.884,5.632,0.2,0.904,0.011,3.6
177,268,29,29,SAS,Dejounte Murray,Washington,4,252,5891,2555,1357,913,0.452,0.332,0.758,23.4,10.1,5.4,3.6,9.1,0.074,0.2,3.3,,,,8.12,1627749,San Antonio Spurs,0.24,-0.13,0.37,-0.85,-0.49,-0.36,22.328,0.493,4.353,0.278,0.2,3.877,0.801,0.176,0.234,10.522,8.45,0.245,0.3,0.003,2.949
178,269,30,30,GSW,Damian Jones,Vanderbilt,5,143,2018,663,439,94,0.669,0.214,0.691,14.1,4.6,3.1,0.7,5.9,0.141,-1.5,0.3,,,,7.13,1627745,Sacramento Kings,-0.91,-1.56,0.65,-0.37,-1.45,1.08,10.04,0.641,1.083,0.268,0.064,5.086,0.729,0.502,0.139,12.188,2.9,0.09,2.363,0.026,2.202
179,275,36,36,MIL,Malcolm Brogdon,Virginia,5,297,8846,4472,1213,1384,0.466,0.386,0.887,29.8,15.1,4.1,4.7,21.5,0.117,0.8,6.4,,,,7.76,1627763,Indiana Pacers,0.46,1,-0.55,1.1,1.92,-0.82,26.053,0.491,10.515,0.358,0.419,6.098,0.841,0.249,0.279,8.313,8.138,0.267,0.481,0.006,3.379
180,286,47,47,ORL,Jake Layman,Maryland,5,209,2868,1094,381,118,0.464,0.306,0.719,13.7,5.2,1.8,0.6,3.7,0.062,-2.3,-0.2,,,,7.17,1627774,Minnesota Timberwolves,-0.59,-1.08,0.49,-0.74,-0.88,0.14,14.46,0.567,6.724,0.311,0.483,3.093,0.706,0.197,0.153,6.128,1.832,0.061,1.244,0.015,1.573
181,289,50,50,IND,Georges Niang,Iowa State,5,229,2718,1157,416,146,0.437,0.404,0.867,11.9,5.1,1.8,0.6,5.4,0.094,-0.6,1,,,,8.83,1627777,Utah Jazz,-0.44,-0.14,-0.3,-1.22,-0.26,-0.96,16.389,0.511,11.934,0.379,0.763,1.327,0.856,0.101,0.164,7.255,2.343,0.065,0.333,0.004,1.782
182,297,58,58,BOS,Abdel Nader,Iowa State,4,188,2438,892,349,103,0.432,0.36,0.725,13,4.7,1.9,0.5,2.8,0.055,-2.5,-0.3,,,,,1627846,Phoenix Suns,-2.22,-1.77,-0.45,-2.35,-1.61,-0.74,14.162,0.508,5.228,0.322,0.396,4.266,0.715,0.233,0.164,7.945,1.692,0.052,0.969,0.011,2.04
183,300,1,1,MIN,Karl-Anthony Towns,Kentucky,6,408,13996,9352,4738,1217,0.527,0.394,0.835,34.3,22.9,11.6,3,55.8,0.191,4.8,23.8,,,,8.67,1626157,Minnesota Timberwolves,2.91,2.97,-0.06,3.7,3.39,0.31,25.498,0.551,9.591,0.384,0.371,9.757,0.834,0.379,0.301,14.97,6.131,0.209,1.508,0.016,4.439
184,301,2,2,LAL,D'Angelo Russell,Ohio State,6,359,10400,6328,1287,1910,0.421,0.36,0.771,29,17.6,3.6,5.3,10,0.046,0.4,6.4,,,,7.37,1626156,Minnesota Timberwolves,-0.63,1.19,-1.82,0.59,2.41,-1.82,23.72,0.505,11.579,0.361,0.521,5.537,0.801,0.259,0.275,4.926,10.068,0.32,0.614,0.007,4.299
185,302,3,3,PHI,Jahlil Okafor,Duke,6,247,4827,2566,1169,225,0.542,0.222,0.676,19.5,10.4,4.7,0.9,7.2,0.071,-2.1,-0.1,,,,9.87,1626143,Detroit Pistons,-2.55,-1.98,-0.57,-2.53,-1.49,-1.04,16.099,0.605,1.889,0.287,0.103,4.262,0.709,0.27,0.192,10.319,2.136,0.072,1.212,0.013,2.884
186,305,6,6,SAC,Willie Cauley-Stein,Kentucky,6,402,9093,3641,2430,588,0.545,0.167,0.612,22.6,9.1,6,1.5,23.1,0.122,-0.1,4.4,,,,8.12,1626161,Dallas Mavericks,0.8,-1.21,2.01,-0.26,-1.6,1.34,9.589,0.632,1.106,0.237,0.066,3.721,0.601,0.386,0.121,13.801,1.912,0.061,2.318,0.027,1.508
187,307,8,8,DET,Stanley Johnson,Arizona,6,371,7316,2312,1154,532,0.375,0.298,0.761,19.7,6.2,3.1,1.4,4.4,0.029,-2.8,-1.5,,,,7.41,1626169,Toronto Raptors,-2.13,-2.29,0.16,-1.17,-2.15,0.98,15.331,0.473,8.059,0.33,0.515,3.531,0.775,0.231,0.177,7.94,4.491,0.145,0.814,0.01,2.543
188,308,9,9,CHO,Frank Kaminsky,Wisconsin,6,368,7744,3446,1486,606,0.427,0.348,0.739,21,9.4,4,1.6,14.4,0.089,-0.5,3,,,,9.61,1626163,Phoenix Suns,-1.63,-1.32,-0.31,-1.14,-1.16,0.02,18.164,0.502,4.538,0.33,0.264,4.977,0.62,0.243,0.194,13.104,5.38,0.156,0.94,0.011,2.34
189,309,10,10,MIA,Justise Winslow,Duke,6,267,7355,2359,1413,707,0.411,0.324,0.64,27.5,8.8,5.3,2.6,7,0.046,-2.1,-0.2,,,,9.87,1626159,Memphis Grizzlies,-2.27,-2.81,0.54,-3.97,-3.53,-0.44,19.627,0.442,5.171,0.295,0.288,4.294,0.584,0.214,0.221,10.794,4.584,0.142,0.903,0.011,3.648
190,310,11,11,IND,Myles Turner,Texas,6,389,11144,4945,2582,469,0.487,0.352,0.77,28.6,12.7,6.6,1.2,29.7,0.128,0.5,7.1,,,,9.07,1626167,Indiana Pacers,0.93,-1.02,1.95,0.75,-0.51,1.26,16.625,0.538,7.321,0.34,0.476,5.562,0.752,0.351,0.19,10.946,1.857,0.068,4.331,0.051,2.29
191,311,12,12,UTA,Trey Lyles,Kentucky,6,374,6680,2717,1574,389,0.435,0.341,0.705,17.9,7.3,4.2,1,10.9,0.079,-1.2,1.3,,,,8.67,1626168,San Antonio Spurs,-2.03,-1.08,-0.95,-1.43,-0.54,-0.89,15.224,0.509,6.688,0.326,0.47,3.701,0.712,0.224,0.16,11.724,1.989,0.071,0.749,0.008,1.521
192,312,13,13,PHO,Devin Booker,Kentucky,6,409,13727,9395,1523,1899,0.455,0.352,0.87,33.6,23,3.7,4.6,22.3,0.078,-0.1,6.4,,,,5.58,1626164,Phoenix Suns,2.87,3.99,-1.12,1.72,3.27,-1.55,27.794,0.516,7.696,0.352,0.284,8.931,0.871,0.341,0.311,6.521,5.313,0.17,0.213,0.003,4.322
193,313,14,14,OKC,Cameron Payne,Murray State,6,221,3716,1506,449,623,0.426,0.372,0.822,16.8,6.8,2,2.8,6.3,0.081,-0.7,1.3,,,,-3.19,1626166,Phoenix Suns,0.67,0.53,0.14,0.9,0.56,0.34,21.395,0.483,8.519,0.358,0.398,3.613,0.835,0.166,0.222,6.587,8.431,0.253,0.734,0.009,3.183
194,314,15,15,ATL,Kelly Oubre,Kansas,6,403,10062,4632,1772,400,0.433,0.326,0.764,25,11.5,4.4,1,14.3,0.068,-1.9,0.2,,,,12.13,1626162,Golden State Warriors,-1.9,-1.39,-0.51,-0.56,-0.34,-0.22,21.57,0.507,9.285,0.335,0.432,6.059,0.712,0.287,0.237,9.078,1.972,0.077,1.071,0.012,2.219
195,315,16,16,BOS,Terry Rozier,Louisville,6,404,9980,4631,1551,1183,0.41,0.376,0.814,24.7,11.5,3.8,2.9,18.1,0.087,0.3,5.8,,,,6.89,1626179,Charlotte Hornets,-0.66,0.59,-1.24,-0.83,0.74,-1.57,22.961,0.504,11.105,0.361,0.489,4.709,0.828,0.214,0.237,6.459,6.234,0.203,0.519,0.006,2.708
196,319,20,20,TOR,Delon Wright,Utah,6,334,7125,2610,1098,1058,0.453,0.35,0.792,21.3,7.8,3.3,3.2,19.2,0.129,2.1,7.3,,,,6.82,1626153,Sacramento Kings,-0.2,-0.54,0.34,0.5,0.06,0.44,17.521,0.485,6.603,0.353,0.387,3.701,0.79,0.228,0.19,7.633,8.149,0.247,0.682,0.008,2.653
197,321,22,22,CHI,Bobby Portis,Arkansas,6,381,7809,3969,2338,451,0.468,0.38,0.752,20.5,10.4,6.1,1.2,15.6,0.096,-0.8,2.3,,,,6.18,1626171,Milwaukee Bucks,-0.05,0.16,-0.22,0.78,0.76,0.02,19.418,0.513,5.964,0.362,0.285,3.265,0.757,0.175,0.193,14.439,2.023,0.059,0.881,0.009,2.006
198,322,23,23,POR,Rondae Hollis-Jefferson,Arizona,6,305,6759,2760,1684,579,0.449,0.212,0.735,22.2,9,5.5,1.9,12.9,0.091,-0.7,2.3,,,,8.23,1626178,Portland Trail Blazers,-0.61,-1.25,0.64,-0.06,-1.24,1.18,10.523,0.505,1.189,0.242,0.069,6.031,0.679,0.475,0.129,11.964,4.028,0.13,1.162,0.013,2.067
199,323,24,24,CLE,Tyus Jones,Duke,6,382,6828,2175,623,1367,0.431,0.34,0.818,17.9,5.7,1.6,3.6,14.2,0.1,0,3.5,,,,9.87,1626145,Memphis Grizzlies,-1.74,-1.34,-0.41,-1.21,-0.73,-0.48,15.508,0.487,5.872,0.327,0.363,2.34,0.837,0.156,0.16,5.632,9.263,0.276,0.308,0.004,1.568
200,326,27,27,LAL,Larry Nance Jr.,Wyoming,6,350,8487,2889,2329,666,0.529,0.333,0.687,24.2,8.3,6.7,1.9,22.2,0.125,1.2,6.8,,,,2.08,1626204,Cleveland Cavaliers,0.4,-1.03,1.43,0.77,-0.17,0.94,15.81,0.552,6.267,0.328,0.428,3.064,0.656,0.198,0.175,11.592,4.873,0.162,0.785,0.009,2.427
201,329,30,30,GSW,Kevon Looney,UCLA,6,285,4282,1230,1154,333,0.566,0.175,0.609,15,4.3,4,1.2,13.7,0.153,-0.8,1.3,,,,8.27,1626172,Golden State Warriors,0.44,-1.34,1.78,-0.55,-1.97,1.42,8.327,0.595,0.929,0.221,0.063,1.764,0.637,0.253,0.094,13.277,4.102,0.118,1.017,0.01,1.535
202,331,32,32,HOU,Montrezl Harrell,Louisville,6,387,8223,4968,1998,497,0.616,0.083,0.65,21.2,12.8,5.2,1.3,33.4,0.195,2.6,9.6,,,,7.64,1626149,Los Angeles Lakers,0.31,0.05,0.26,1.04,1.65,-0.61,19.51,0.621,1.113,0.194,0.058,9.215,0.64,0.494,0.236,13.377,1.992,0.07,1.623,0.018,2.519
203,336,37,37,PHI,Richaun Holmes,Bowling Green,6,331,6849,3137,1850,355,0.597,0.252,0.741,20.7,9.5,5.6,1.1,23.4,0.164,0.5,4.3,,,,-1.07,1626158,Sacramento Kings,1.35,0.68,0.68,0.99,0.19,0.8,18.746,0.618,1.101,0.251,0.056,6.138,0.788,0.323,0.22,13.695,2.564,0.091,2.39,0.026,2.264
204,339,40,40,MIA,Josh Richardson,Tennessee,6,373,11432,4604,1192,1057,0.427,0.358,0.832,30.6,12.3,3.2,2.8,20.3,0.085,-0.6,4.1,,,,1.81,1626196,Dallas Mavericks,-1.44,-0.53,-0.91,-2,-1.11,-0.89,18.662,0.496,7.297,0.353,0.389,4.159,0.846,0.225,0.193,5.793,3.82,0.119,0.692,0.008,2.16
205,340,41,41,BRK,Pat Connaughton,Notre Dame,6,352,6026,1824,1119,439,0.441,0.353,0.787,17.1,5.2,3.2,1.2,13.7,0.109,-0.4,2.4,,,,6.88,1626192,Milwaukee Bucks,-0.53,-0.65,0.12,-0.51,-0.49,-0.02,10.863,0.58,8.537,0.362,0.77,1.138,0.797,0.13,0.107,9.114,2.082,0.051,0.517,0.006,1.025
206,345,46,46,MIL,Norman Powell,UCLA,6,376,7965,3923,943,529,0.463,0.377,0.837,21.2,10.4,2.5,1.4,16.7,0.101,-0.2,3.6,,,,7.25,1626181,Portland Trail Blazers,0.33,1.13,-0.8,0.06,1.05,-0.99,18.412,0.54,7.435,0.38,0.402,5.555,0.843,0.305,0.199,4.67,2.674,0.083,0.562,0.007,2.036
207,361,2,2,ORL,Victor Oladipo,Indiana,8,454,14968,7955,2094,1796,0.438,0.347,0.791,33,17.5,4.6,4,24.6,0.079,0.9,10.9,,,,7.94,203506,Miami Heat,-0.32,-0.64,0.32,1.54,0.13,1.41,24.613,0.477,10.814,0.331,0.442,6.383,0.768,0.27,0.287,7.346,6.962,0.225,0.64,0.007,3.958
208,363,4,4,CHA,Cody Zeller,Indiana,8,467,10618,4062,2824,669,0.518,0.227,0.729,22.7,8.7,6,1.4,31,0.14,-0.5,4.1,,,,8.09,203469,Charlotte Hornets,0.85,-0.1,0.95,1.03,0.42,0.61,16.153,0.588,1.028,0.259,0.051,6.236,0.71,0.376,0.185,16.092,3.491,0.113,0.963,0.01,2.266
209,364,5,5,PHO,Alex Len,Maryland,8,531,10149,4136,3180,444,0.506,0.332,0.685,19.1,7.8,6,0.8,20.7,0.098,-1.9,0.2,,,,5.32,203458,Washington Wizards,-0.52,-1.82,1.3,-0.09,-1.2,1.11,14.004,0.595,1.098,0.274,0.066,5.776,0.605,0.421,0.168,13.709,1.831,0.06,2.264,0.027,2.282
210,365,6,6,NOH,Nerlens Noel,Kentucky,7,425,9524,3218,2648,468,0.549,0.2,0.653,22.4,7.6,6.2,1.1,26.8,0.135,0.9,7,,,,5.78,203457,New York Knicks,-0.01,-1.96,1.95,1.99,0.31,1.68,7.113,0.632,1.129,0.226,0.062,3.252,0.697,0.397,0.097,13.496,1.296,0.043,4.099,0.044,1.623
211,366,7,7,SAC,Ben McLemore,Kansas,8,492,11249,4360,1166,504,0.416,0.363,0.776,22.9,8.9,2.4,1,8.2,0.035,-3.1,-3,,,,7.54,203463,Los Angeles Lakers,-1.06,-0.88,-0.18,-1.33,-0.38,-0.95,17.402,0.47,14.799,0.356,0.819,2.288,0.746,0.144,0.171,5.407,1.73,0.058,0.479,0.006,1.457
212,367,8,8,DET,Kentavious Caldwell-Pope,Georgia,8,606,17645,6893,1887,1005,0.419,0.355,0.803,29.1,11.4,3.1,1.7,31.8,0.087,-0.7,5.6,,,,7.02,203484,Los Angeles Lakers,0.37,-0.64,1.01,1.39,0.25,1.14,12.603,0.503,7.692,0.371,0.644,2.533,0.816,0.209,0.13,4.769,3.332,0.095,0.613,0.007,1.437
213,368,9,9,MIN,Trey Burke,Michigan,8,456,9960,4578,845,1465,0.411,0.346,0.808,21.8,10,1.9,3.2,12.9,0.062,-1.2,2,,,,9.51,203504,Dallas Mavericks,-0.7,0.2,-0.9,-1.15,-0.37,-0.78,20.514,0.482,8.867,0.352,0.455,3.926,0.813,0.191,0.218,4.417,4.111,0.13,0.458,0.005,1.881
214,369,10,10,POR,CJ McCollum,Lehigh,8,528,16479,9971,1772,1729,0.455,0.398,0.826,31.2,18.9,3.4,3.3,36.7,0.107,1.2,13.3,,,,-5.41,203468,Portland Trail Blazers,2.52,2.58,-0.06,1,1.73,-0.73,25.097,0.512,10.54,0.388,0.43,3.776,0.803,0.175,0.251,5.975,6.395,0.201,0.62,0.007,2.057
215,370,11,11,PHI,Michael Carter-Williams,Syracuse,8,391,9898,4023,1713,1701,0.402,0.255,0.706,25.3,10.3,4.4,4.4,6.6,0.032,-1.2,1.9,,,,8.29,203487,Orlando Magic,0.07,-1.6,1.67,-0.14,-1.7,1.56,19.34,0.453,4.691,0.205,0.276,6.294,0.639,0.36,0.217,8.341,7.289,0.24,1.058,0.013,4.292
216,371,12,12,OKC,Steven Adams,Pitt,8,588,15812,5629,4543,726,0.591,0.077,0.548,26.9,9.6,7.7,1.2,49.1,0.149,0.3,9.1,,,,5.63,203500,New Orleans Pelicans,1.03,-0.79,1.82,2.23,0.07,2.16,10.619,0.598,1.14,0.193,0.058,4.891,0.434,0.49,0.145,16.065,3.101,0.095,1.4,0.016,2.479
217,372,13,13,DAL,Kelly Olynyk,Gonzaga,8,570,12644,5781,2910,1137,0.478,0.367,0.783,22.2,10.1,5.1,2,33.6,0.128,0.9,9,,,,4,203482,Houston Rockets,1.41,0.81,0.6,2.27,1.59,0.68,19.152,0.599,7.679,0.355,0.402,7.79,0.825,0.422,0.249,13.237,7.105,0.226,1.026,0.011,3.823
218,379,20,20,CHI,Tony Snell,New Mexico,8,548,12270,3485,1268,641,0.433,0.397,0.844,22.4,6.4,2.3,1.2,18.1,0.071,-1.9,0.3,,,,4.95,203503,Atlanta Hawks,-2.12,-1.4,-0.73,-2.77,-1.75,-1.02,10.242,0.489,5.777,0.381,0.624,1.416,0.859,0.114,0.104,5.112,2.318,0.068,0.359,0.005,1.123
219,380,21,21,UTA,Gorgui Dieng,Louisville,8,553,11896,4316,3306,750,0.501,0.357,0.793,21.5,7.8,6,1.4,29.5,0.119,0.3,6.9,,,,8.78,203476,San Antonio Spurs,-0.56,-1.25,0.69,2.23,0.56,1.67,15.029,0.532,6.306,0.343,0.396,6.534,0.813,0.373,0.189,13.168,3.792,0.118,1.851,0.02,2.842
220,381,22,22,BRK,Mason Plumlee,Duke,8,588,12976,5007,3813,1385,0.579,0.051,0.572,22.1,8.5,6.5,2.4,39.5,0.146,1.4,11.3,,,,8.87,203486,Detroit Pistons,0.36,-1.13,1.49,3.03,0.15,2.88,15.474,0.597,1.122,0.206,0.058,6.705,0.619,0.47,0.205,17.932,7.116,0.238,1.872,0.021,3.633
221,382,23,23,IND,Solomon Hill,Arizona,8,435,9513,2445,1376,650,0.39,0.333,0.797,21.9,5.6,3.2,1.5,11.9,0.06,-2.2,-0.4,,,,7.05,203524,Atlanta Hawks,-2.1,-1.68,-0.42,-2.03,-2.08,0.05,8.695,0.47,5.752,0.332,0.684,1.726,0.71,0.185,0.09,7.538,2.042,0.055,0.244,0.003,1.246
222,383,24,24,NYK,Tim Hardaway Jr.,Michigan,8,544,14592,7551,1494,1003,0.425,0.36,0.816,26.8,13.9,2.7,1.8,23.8,0.078,-0.9,4.1,,,,9.9,203501,Dallas Mavericks,0.17,1.78,-1.61,0.37,2.58,-2.21,21.894,0.507,13.013,0.371,0.593,4.28,0.827,0.216,0.222,5.519,3.056,0.095,0.287,0.004,1.532
223,384,25,25,LAC,Reggie Bullock,UNC,8,366,7873,2799,854,441,0.433,0.392,0.844,21.5,7.6,2.3,1.2,14.9,0.091,-0.6,2.7,,,,8.41,203493,New York Knicks,-0.54,-0.62,0.08,0.57,0.34,0.23,13.801,0.506,10.198,0.395,0.736,1.625,0.854,0.12,0.136,5.332,2.298,0.069,0.256,0.003,0.89
224,403,44,44,DAL,Mike Muscala,Bucknell,8,389,6102,2322,1242,356,0.458,0.368,0.847,15.7,6,3.2,0.9,14.5,0.114,-0.3,2.7,,,,-3.94,203488,Oklahoma City Thunder,-0.26,-0.33,0.07,0.04,0.89,-0.85,20.906,0.538,13.64,0.359,0.655,3.084,0.849,0.182,0.201,10.077,2.191,0.076,0.907,0.011,1.575
225,420,1,1,NOH,Anthony Davis,Kentucky,9,564,19401,13463,5769,1292,0.514,0.312,0.799,34.4,23.9,10.2,2.3,86.8,0.215,6.2,40,,,,7.93,203076,Los Angeles Lakers,3.64,1.27,2.37,3.85,2.11,1.74,25.412,0.543,4.468,0.291,0.188,10.391,0.786,0.421,0.299,12.485,4.441,0.152,2.404,0.026,3.087
226,422,3,3,WAS,Bradley Beal,Florida,9,605,20979,13303,2452,2436,0.456,0.377,0.82,34.7,22,4.1,4,47.4,0.108,1.8,19.9,,,,7.33,203078,Washington Wizards,2.26,4,-1.74,1.52,3.8,-2.28,29.604,0.526,7.879,0.359,0.289,9.944,0.861,0.332,0.318,6.087,5.205,0.181,0.53,0.006,3.641
227,425,6,6,POR,Damian Lillard,Weber State,9,682,24779,16815,2856,4514,0.439,0.375,0.893,36.3,24.7,4.2,6.6,92.3,0.179,4.8,42.6,,,,-2.21,203081,Portland Trail Blazers,4.15,5.77,-1.62,4.23,5.59,-1.36,26.178,0.525,15.038,0.388,0.568,9.827,0.902,0.403,0.3,5.52,10.057,0.327,0.43,0.005,3.569
228,426,7,7,GSW,Harrison Barnes,UNC,9,670,21176,9301,3385,1190,0.452,0.377,0.8,31.6,13.9,5.1,1.8,38.8,0.088,-1,5.5,,,,8.61,203084,Sacramento Kings,0.3,1.19,-0.89,0.36,1.49,-1.13,17.571,0.506,7.721,0.363,0.47,5.984,0.773,0.358,0.223,8.849,4.328,0.143,0.341,0.004,2.115
